study_id,caso,meccanismo,motivo
GSE215771,C,l appaiamento del braccio di controllo cambia,"Il riferimento poolava 'A549 IRF1KO IFN-γ Treated' → 'A549 IRF1KO Vehicle Control' (appaiato entro genotipo), il nuovo 'A549 Wild-Type IFN-γ Stimulated' → 'A549 Wild-Type Vehicle Control'. Entrambe le etichette sono appaiate; correggo il lettore, che dava B: per coerenza con i casi 'SLC25A1 KO + Forskolin vs SLC25A1 KO + DMSO' un genotipo presente su ENTRAMBI i bracci non e' un difetto, quindi entrambe le assegnazioni sono difendibili."
GSE215975,B,l appaiamento del braccio di controllo cambia,"Il nuovo aggiunge ""CTNNB1-mutated Endometrial Cancer + Paclitaxel"" vs ""CTNNB1-mutated Endometrial Cancer + Vehicle Control"", coppia appaiata anche sul genotipo, che il riferimento non aveva."
GSE216043,A,lo studio entra o esce dal pooling,"USCITO. ""JAR cells treated with Cisplatin"" vs ""JAR cells treated with DMSO"" era appaiato sulla stessa linea: perdita netta."
GSE216561,A,lo studio entra o esce dal pooling,"USCITO: nel riferimento quattro confronti per stadio tutti contro 'Healthy Donor', caso-controllo pulito; ora gli otto gruppi dello studio cadono tutti per n_min. Perdita meccanica ma reale, ed e' la piu' grossa del gruppo (7 studi -> 5)."
GSE216613,A,lo studio entra o esce dal pooling,"USCITO. Nel riferimento 'Hepatocellular Carcinoma' contro 'Normal Adjacent Liver Tissue', contrasto centrale per l'entita': perdita per omissione."
GSE216837,A,lo studio entra o esce dal pooling,"USCITO da ogni pooling; era 'Imatinib-treated CD34+ LSC' contro 'Untreated CD34+ LSC', appaiato sul materiale."
GSE216988,C,l appaiamento del braccio di controllo cambia,Lo stesso trattato 'Decitabine Recovery' e' appaiato a 'Control Late' ora e a 'Control Early' nel riferimento. Una delle due letture e' sbagliata e l'etichetta non dice quale: 'Recovery' non e' omologo a nessuno dei due descrittori.
GSE217012,A,lo studio entra o esce dal pooling,USCITO: 'RA LPS 1' vs 'RA Untreated' era appaiata sul fondo artrite reumatoide; ora non e' poolata.
GSE217099,C,il tempo o la dose vengono dichiarati o persi,"'SARS-CoV-2-infected (4 dpi)' vs 'Mock-treated (4 dpi)' contro 'SARS-CoV-2' vs 'mock'. Il nuovo dichiara il tempo su tutti e due i bracci, contrasto identico."
GSE217334,C,l appaiamento del braccio di controllo cambia,"Riferimento cinque finestre temporali con dose esplicita, ora quattro senza dose nel testo: in entrambe i tempi sono appaiati DMSO/TCDD. Differenza di copertura."
GSE217421,A,lo studio entra o esce dal pooling,"Uscito da qui pur restando in 25 altre chiavi di composto. Nel riferimento portava ""Rituximab-treated cardiac myocytes"" contro ""DMSO-treated cardiac myocytes"" - due coppie simmetriche (la terza, ""(donor 1)"" contro un controllo generico, era invece asimmetrica). Il saldo e' una perdita di appaiamenti corretti proprio dal gruppo del composto che lo studio ha davvero somministrato."
GSE217423,C,solo la formulazione dell etichetta cambia,Sola riscrittura con perdita di dose e tempo; materiale appaiato in entrambe.
GSE217452,A,lo studio entra o esce dal pooling,USCITO: «DU145 Docetaxel» vs «DU145 control» e' appaiato sulla linea e ora non e' poolato in nessuna meta-analisi.
GSE217537,B,lo studio entra o esce dal pooling,"ENTRATO con tre confronti tutti appaiati per linea (22Rv1, LNCaP95, C4-2), ognuno col proprio DMSO: nel riferimento non era poolato in nessuna meta-analisi."
GSE217898,B,l appaiamento del braccio di controllo cambia,"Il nuovo aggiunge la coppia a 24h ('Primary aorta endothelial cells, Carfilzomib, 24h' vs '... DMSO, 24h'); il riferimento aveva solo le 72h. Entrambe appaiate sul tempo."
GSE218039,C,solo la formulazione dell etichetta cambia,"Due righe nel riferimento, una ora: stesso contrasto preeclamptica contro sana, nessun difetto in nessuna delle due."
GSE218060,C,l appaiamento del braccio di controllo cambia,"Entrambi i run appaiano DAC e DMSO nella stessa sede (milza con milza, midollo con midollo); il riferimento portava tre confronti, ora due."
GSE218451,A,lo studio entra o esce dal pooling,"USCITO; era 'Imatinib-treated' contro 'Control', appaiato."
GSE218556,A,altro,Il riferimento poolava solo 'LNCaP cells treated with DHT' contro veicolo; il nuovo aggiunge 'LNCaP treated with DHT and X15695' contro lo stesso veicolo.
GSE218860,C,l appaiamento del braccio di controllo cambia,"Stessi due confronti e stesso controllo condiviso in entrambe le esecuzioni (cambia solo il suffisso '2' su una etichetta): il difetto e' identico nei due run, nessuna delle due assegnazioni e' migliore."
GSE219065,B,altro,"Aggiunge la coppia pulita ""PBMC Romidepsin Treated"" contro ""PBMC Vehicle Control"" accanto a quella su CTCL."
GSE219159,B,lo studio entra o esce dal pooling,"ENTRATO: 'TeloHAEC hERa-WT treated with 4-OHT for 6 hours (2 replicates)' vs 'TeloHAEC hERa-WT treated with DMSO for 6 hours', appaiato per genotipo, veicolo e tempo."
GSE219191,A,lo studio entra o esce dal pooling,"Uscito. Nel riferimento era 'MDA-MB-231 treated with JQ1 (2)' vs 'MDA-MB-231 treated with DMSO': stessa linea sui due bracci, confronto pulito, perso per omissione."
GSE220038,C,l appaiamento del braccio di controllo cambia,"Entrambi i run appaiano 'TGFB1 wild type' con 'DMSO wild type'; il riferimento ne portava due (uno con '(1 hour)'), il nuovo uno. L'etichetta non dice quale insieme sia quello giusto."
GSE220061,B,lo studio entra o esce dal pooling,ENTRATO. 'G007-LK treated' contro 'Vehicle control' e 'G007-LK treated (additional)' contro 'Vehicle control (additional)': entita' giusta e marcatore presente su entrambi i bracci; il riferimento non lo poolava.
GSE220972,C,solo la formulazione dell etichetta cambia,Stessi due contrasti IL-13 vs controllo veicolo; cambia solo la dicitura. Le due voci restano indistinguibili dal testo in entrambe le esecuzioni.
GSE221103,B,lo studio entra o esce dal pooling,USCITO a ragione: «SKNAS cells treated with 4OHT and dexamethasone (vehicle)» vs «SKNAS cells treated with ethanol (vehicle)» dichiara il desametasone come VEICOLO e isola il 4OHT.
GSE221475,C,solo la formulazione dell etichetta cambia,Stesso contrasto con altra grafia ('MDA-MB-231 + Gefitinib'→'MDA-MB-231 + DMSO' contro 'MDA-MB-231_Gefitinib'→'MDA-MB-231_DMSO').
GSE221563,C,altro,"Il nuovo aggiunge ""(additional batch)"" al solo trattato: espone un possibile disallineamento di lotto senza dimostrarlo, e l'assegnazione al gruppo e' la stessa in entrambe le esecuzioni. E' informazione che compare, non disegno che cambia."
GSE221804,B,lo studio entra o esce dal pooling,"ENTRATO: il nuovo porta dentro una vera cinetica IFN-alfa contro 'Wild-type, unstimulated', sette confronti appaiati sul genotipo che il riferimento non poolava affatto. Il guadagno e' reale; insieme entra pero' anche il braccio degenere a 0h, contato sopra come difetto."
GSE222199,B,lo studio entra o esce dal pooling,"ENTRATO con ""OVCAR8 + pladienolide B"" vs ""OVCAR8 + DMSO"": stessa linea sui due bracci."
GSE222221,A,lo studio entra o esce dal pooling,"USCITO: «Etoposide-treated» vs «Control (no treatment)» e' un contrasto pulito, ora perso del tutto."
GSE222279,C,il tipo di controllo e stato normalizzato diversamente,"Ora 'Bleomycin' vs 'Control (None)', prima 'Bleomycin' vs 'Vehicle Control': due formulazioni dello stesso tipo di controllo ammesso dalla chiave."
GSE222284,C,lo studio entra o esce dal pooling,"USCITO portandosi via insieme un confronto pulito (""IL-4 + DMSO"" vs ""PBS + DMSO"") e uno difettoso (""Z-DON(Z006) + IL-4"" vs ""PBS + DMSO"", inibitore solo nel trattato): l'uscita toglie un difetto e una coppia buona insieme."
GSE222376,C,altro,"Stesse due coppie linea-per-linea, cambia la sola punteggiatura."
GSE222658,C,altro,"Il nuovo pool a due entry con etichetta identica (2 vs 3 e 3 vs 3) dove il riferimento ne aveva una sola (""SAS Radiation"" vs ""SAS Control""). I conteggi dicono che i trattati sono insiemi diversi, ma nulla nell'etichetta dice cosa li distingua: non si puo' stabilire quale resa sia fedele."
GSE222676,C,lo studio entra o esce dal pooling,"ENTRATO. Le due coppie nuove sono appaiate (KO su entrambi i bracci nella prima; wild-type dichiarato sul controllo e knockout gia' assegnato all'altra coppia nella seconda), ma il riferimento non ha etichetta per questo studio: non posso stabilire se la vecchia esclusione fosse motivata."
GSE222749,C,altro,'H2O2 Treated' vs 'Control' contro 'H2O2-treated' vs 'Control'. Sola grafia.
GSE223119,B,lo studio entra o esce dal pooling,"ENTRATO con 'Colorectal carcinoma' vs 'Normal Colorectum', appaiato per tessuto; nel riferimento non era poolato."
GSE223372,A,cambia quali confronti dello studio sopravvivono,"Il riferimento aveva due modelli PDX, ciascuno col proprio veicolo (LX1042 e LX831b); ora resta il solo LX1042 perche' 'grp_LX831b_osimertinib' cade per n_min con n_treated=1. Il vecchio copriva piu' materiale, senza difetti."
GSE223405,B,lo studio entra o esce dal pooling,"ENTRATO con sei confronti tutti appaiati sul medesimo fondo (linea, vettore, genotipo), ognuno col proprio controllo."
GSE223514,B,lo studio entra o esce dal pooling,"ENTRATO: 'SLC25A1 KO + Forskolin' → 'SLC25A1 KO + DMSO', knockout su entrambi i bracci. Guadagno pulito e appaiato entro genotipo."
GSE223524,B,lo studio entra o esce dal pooling,"Il gruppo e' nuovo: nel riferimento questo studio non era poolato in nessuna meta-analisi. Entra con ""liquiritigenin"" vs ""DMSO"", coppia senza difetti leggibili e attribuita all'entita' che l'etichetta nomina."
GSE223543,C,altro,"Stesse due coppie; nel riferimento l'etichetta portava anche ""72h"" su entrambi i lati. Nessun cambio di contrasto."
GSE223682,C,solo la formulazione dell etichetta cambia,"'HBEC3KT + TGFB1' contro 'HBEC3KT + PBS' e, nel riferimento, 'TGFB1-treated HBEC3KT' contro 'PBS-treated HBEC3KT': stesso contrasto."
GSE223688,A,lo studio entra o esce dal pooling,"USCITO verso nessuna meta-analisi. Nel riferimento 'SETD2 KO + Decitabine 100nM' contro 'SETD2 KO + DMSO': genotipo identico sui due bracci, veicolo appaiato, entita' giusta. Contributo corretto perso."
GSE223758,B,l appaiamento del braccio di controllo cambia,"Aggiunge ""LNCaP C4-2B + Romidepsin (1nM, 24h)"" contro ""LNCaP C4-2B + vehicle (24h)"", appaiata per linea e tempo."
GSE223839,C,solo la formulazione dell etichetta cambia,"""HepG2 + Cisplatin (3.125 uM) + RTD Overexpression"" vs ""HepG2 RTD Overexpression"" e' la riscrittura di ""HepG2 RTD Overexpression Cisplatin 3.125 uM"" contro lo stesso controllo: identico contrasto."
GSE224715,B,lo studio entra o esce dal pooling,"Non era poolato nel riferimento; entra con ""Fluoxetine Day3"" vs ""PBS Day3"", appaiata anche nel tempo."
GSE224758,B,lo studio entra o esce dal pooling,"ENTRATO: 'Active Ulcerative Colitis (no treatment)' → 'Healthy Control', con l'assenza di terapia dichiarata sul braccio malato."
GSE224973,A,lo studio entra o esce dal pooling,"Uscito. Nel riferimento ""Hypoxia 24h""/""Hypoxia 6h"" contro le normossie allo stesso tempo: perdita netta."
GSE225095,C,solo la formulazione dell etichetta cambia,Il difetto e' identico nelle due esecuzioni ('IMR90 cells (Replicative Exhaustion) + H2O2' vs 'IMR90 cells (Proliferating)' contro 'IMR90 replicative exhaustion cells (H2O2)' vs 'IMR90 proliferating cells (vehicle)'): cambia solo la formulazione.
GSE225206,A,lo studio entra o esce dal pooling,"USCITO. Il riferimento poolava 'shHOXB13 + R1881' contro 'shHOXB13 + EtOH', appaiato sul knockdown e sul veicolo. L'etichetta decide che quel confronto era pulito; ora non e' poolato in nessuna meta-analisi."
GSE225274,B,lo studio entra o esce dal pooling,ENTRATO con «TNFα-treated human gastric antral organoids» vs «Untreated WT human gastric antral organoids»; il riferimento non lo poolava affatto. Resta il caveat che 'WT' e' solo sul controllo.
GSE225481,B,l appaiamento del braccio di controllo cambia,"Il riferimento poolava 'LAPC4_R1881' contro 'VCaP_DMSO', due linee diverse sui due bracci: difetto leggibile. Ora la coppia e' 'LAPC4_R1881' contro 'LAPC4_DMSO' e i confronti passano da 3 a 8, tutti appaiati sulla linea o sul knockout ('LNCaP-TP53_ko_R1881' vs 'LNCaP-TP53_ko_vehicle'). Il nuovo corregge un appaiamento sbagliato del vecchio."
GSE225537,C,solo la formulazione dell etichetta cambia,Sola riscrittura ('Sorafenib 10 uM (Replicates)' contro 'Sorafenib 10 uM').
GSE225549,C,l appaiamento del braccio di controllo cambia,"Cambia quale braccio clinico e' poolato (Post-COVID + Healthy Donor ora, Post-COVID + IPF nel riferimento). Tutti internamente appaiati: entrambe difendibili."
GSE225564,C,l appaiamento del braccio di controllo cambia,"Ora un confronto a 24h appaiato; nel riferimento due voci identiche fra loro, entrambe a 48h e appaiate. L'etichetta non dice quale timepoint vada poolato."
GSE225683,B,lo studio entra o esce dal pooling,"ENTRATO con 'Rapamycin' contro 'Control': contrasto leggibile sull'entita' del gruppo, prima non poolato."
GSE225731,C,solo la formulazione dell etichetta cambia,Stesso contrasto in entrambe ('RA MTX' contro 'RA untreated'): cambia solo la grafia.
GSE225751,B,l appaiamento del braccio di controllo cambia,"Il difetto c'e' in entrambe, ma il riferimento poolava DUE confronti (CEM e Jurkat) verso lo stesso controllo generico e il nuovo ne porta uno solo: meno contaminato, non corretto."
GSE225846,A,l appaiamento del braccio di controllo cambia,Nel riferimento i bracci erano nominati per esteso e appaiati per stadio ('Transitional_Breast_Cancer_Kenyan_Stage_3' contro 'Normal_Kenyan_Stage_3'); ora il controllo di una delle due coppie e' 'unclear'. Il run nuovo poola contro un braccio la cui condizione e' dichiarata ignota: qui il vecchio azzeccava.
GSE225901,C,altro,"Il nuovo aggiunge il Donor 3 accanto al Donor 1 contro lo stesso «Human Islet + DMSO»; nessuna delle due assegnazioni e' smentita dall'etichetta, che sul controllo non nomina donatori."
GSE226005,C,il tempo o la dose vengono dichiarati o persi,"Il riferimento portava ""Hypoxia (senescent)"" contro ""Control (None)"" (descrittore su un lato solo), ora ""Hypoxia""/""Hypoxia (replicate)"" contro ""Vehicle Control"". L'etichetta non dice se i campioni siano gli stessi; nessuna delle due versioni e' verificabile."
GSE226045,A,lo studio entra o esce dal pooling,"USCITO. Nel riferimento 'Primary keratinocytes treated with TCDD for 24 hours' contro '... DMSO for 24 hours': stesso materiale, stesso tempo, veicolo come controllo. Perdita per omissione di un membro perfettamente appaiato."
GSE226115,C,lo studio entra o esce dal pooling,"ENTRATO. Il contrasto 'doxorubicin' contro 'saline' e' sull'entita' del gruppo e leggibile; il secondo braccio porta '(total RNA)' contro lo stesso controllo, e l'etichetta non dice se quel token distingua davvero la preparazione. Ingresso difendibile, con un residuo non decidibile."
GSE226186,C,l appaiamento del braccio di controllo cambia,"Le etichette sono letteralmente le stesse nelle due esecuzioni: cambia la composizione a monte, non l'appaiamento."
GSE226280,C,solo la formulazione dell etichetta cambia,Riscrittura che anzi esplicita il donatore sui due bracci ('Donor Control_300' su trattato e controllo).
GSE226406,B,lo studio entra o esce dal pooling,"ENTRATO con «U2OS Osteosarcoma Etoposide 20 uM 24h» vs «U2OS Osteosarcoma DMSO 24h», appaiato su linea e tempo; il riferimento lo ometteva."
GSE226549,C,solo la formulazione dell etichetta cambia,"Stesso contrasto; il nuovo aggiunge '(batch 1)' sul solo trattato. Non cambia l'appaiamento, introduce l'asimmetria di descrizione registrata come sospetto."
GSE227511,A,altro,Il riferimento poolava solo il confronto con ACP su entrambi i lati; il nuovo aggiunge 'MDaPCa2a cells treated with DHT and ACP-coating' contro 'MDaPCa2a cells treated with control media'.
GSE227554,B,l appaiamento del braccio di controllo cambia,Il nuovo aggiunge la linea parentale ('MCF7 + H2O2 (50 uM)' e '(75 uM)' vs 'MCF7 + PBS') accanto ai due su MCF7_SRXN1 gia' presenti; tutti appaiati per linea e veicolo.
